service_description = PMOMax,service_description,sku_id,sku_description,usage_start_time,usage_end_time,project_id,project_name,export_time,cost,currency,usage_amount,usage_unit,usage_amount_in_pricing_units,usage_pricing_unit,invoice_month
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 15:00:00.000000 UTC,2026-04-06 16:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 21:49:20.365613 UTC,0,USD,"3,516",seconds,0.001356481,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 15:00:00.000000 UTC,2026-04-06 16:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 20:33:20.843237 UTC,0,USD,84,seconds,0.000032407,month,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-06 15:00:00.000000 UTC,2026-04-06 16:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,"581,233,231,822",byte-seconds,0.000208841,gibibyte month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 16:00:00.000000 UTC,2026-04-06 17:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 22:21:30.865452 UTC,0,USD,"3,710",seconds,0.001431328,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 16:00:00.000000 UTC,2026-04-06 17:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 00:11:19.122569 UTC,0,USD,"3,490",seconds,0.00134645,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 16:00:00.000000 UTC,2026-04-06 17:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 22:21:30.865452 UTC,0,USD,"1,855",seconds,0.000715664,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 16:00:00.000000 UTC,2026-04-06 17:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 00:11:19.122569 UTC,0,USD,"1,745",seconds,0.000673225,month,202604
FBF2-FC68-171A,Security Command Center,8787-968C-2B4D,Organization Level Security Command Center Premium for Cloud Run - CPU Time,2026-04-06 16:00:00.000000 UTC,2026-04-06 17:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 06:05:37.253260 UTC,0.000001,USD,1,seconds,0.000277778,hour,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-06 16:00:00.000000 UTC,2026-04-06 17:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 02:02:20.766676 UTC,0,USD,"581,233,231,822",byte-seconds,0.000208841,gibibyte month,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,"581,233,231,822",byte-seconds,0.000208841,gibibyte month,202604
FBF2-FC68-171A,Security Command Center,8787-968C-2B4D,Organization Level Security Command Center Premium for Cloud Run - CPU Time,2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:04:00.811006 UTC,0.000001,USD,1,seconds,0.000277778,hour,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,814,seconds,0.000314043,month,202604
152E-C115-5142,Cloud Run,2DA5-55D3-E679,Requests,2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 22:21:30.865452 UTC,0,USD,1,requests,1,count,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,"1,628",seconds,0.000628086,month,202604
5490-F7B7-8DF6,Cloud Logging,143F-A1B0-E0BE,Log Storage cost,2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 22:51:45.526372 UTC,0,USD,"3,318",bytes,0.00000309,gibibyte,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 00:11:19.122569 UTC,0,USD,"2,786",seconds,0.001074846,month,202604
152E-C115-5142,Cloud Run,4856-B847-F1EB,Services CPU (Request-based billing),2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 22:51:45.526372 UTC,0.000012,USD,0.5,seconds,0.5,second,202604
5490-F7B7-8DF6,Cloud Logging,143F-A1B0-E0BE,Log Storage cost,2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 21:49:20.365613 UTC,0,USD,669,bytes,0.000000623,gibibyte,202604
152E-C115-5142,Cloud Run,4856-B847-F1EB,Services CPU (Request-based billing),2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 21:49:20.365613 UTC,0.000165,USD,6.900413,seconds,6.900413,second,202604
152E-C115-5142,Cloud Run,0CCB-7057-48DE,Cloud Run GOOGLE-API Data Transfer Out,2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 22:21:30.865452 UTC,0,USD,"3,315",bytes,0.000003087,gibibyte,202604
152E-C115-5142,Cloud Run,02A2-9231-36A6,Services Memory (Request-based billing),2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 21:49:20.365613 UTC,0.000004,USD,"1,825,361,100.80",byte-seconds,1.7,gibibyte second,202604
5490-F7B7-8DF6,Cloud Logging,143F-A1B0-E0BE,Log Storage cost,2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 21:49:20.365613 UTC,0,USD,"2,018",bytes,0.000001879,gibibyte,202604
5490-F7B7-8DF6,Cloud Logging,143F-A1B0-E0BE,Log Storage cost,2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 22:51:45.526372 UTC,0,USD,616,bytes,0.000000574,gibibyte,202604
152E-C115-5142,Cloud Run,4856-B847-F1EB,Services CPU (Request-based billing),2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,0,seconds,0,second,202604
152E-C115-5142,Cloud Run,02A2-9231-36A6,Services Memory (Request-based billing),2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-06 22:21:30.865452 UTC,0,USD,"268,435,456",byte-seconds,0.25,gibibyte second,202604
152E-C115-5142,Cloud Run,4856-B847-F1EB,Services CPU (Request-based billing),2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 00:11:19.122569 UTC,0,USD,0,seconds,0,second,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 17:00:00.000000 UTC,2026-04-06 18:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 00:11:19.122569 UTC,0,USD,"5,572",seconds,0.002149692,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 18:00:00.000000 UTC,2026-04-06 19:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,"7,200",seconds,0.002777778,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 18:00:00.000000 UTC,2026-04-06 19:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,"3,600",seconds,0.001388889,month,202604
FBF2-FC68-171A,Security Command Center,8787-968C-2B4D,Organization Level Security Command Center Premium for Cloud Run - CPU Time,2026-04-06 18:00:00.000000 UTC,2026-04-06 19:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0.000001,USD,1,seconds,0.000277778,hour,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-06 18:00:00.000000 UTC,2026-04-06 19:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,"581,233,231,822",byte-seconds,0.000208841,gibibyte month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 19:00:00.000000 UTC,2026-04-06 20:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 04:39:01.719925 UTC,0,USD,855,seconds,0.000329861,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 19:00:00.000000 UTC,2026-04-06 20:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 04:39:01.719925 UTC,0,USD,"1,710",seconds,0.000659722,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 19:00:00.000000 UTC,2026-04-06 20:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,"5,490",seconds,0.002118056,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 19:00:00.000000 UTC,2026-04-06 20:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,"2,745",seconds,0.001059028,month,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-06 19:00:00.000000 UTC,2026-04-06 20:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,"581,233,231,821",byte-seconds,0.000208841,gibibyte month,202604
FBF2-FC68-171A,Security Command Center,8787-968C-2B4D,Organization Level Security Command Center Premium for Cloud Run - CPU Time,2026-04-06 19:00:00.000000 UTC,2026-04-06 20:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0.000001,USD,1,seconds,0.000277778,hour,202604
152E-C115-5142,Cloud Run,4856-B847-F1EB,Services CPU (Request-based billing),2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 04:39:01.719925 UTC,0,USD,0,seconds,0,second,202604
152E-C115-5142,Cloud Run,4856-B847-F1EB,Services CPU (Request-based billing),2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 20:03:41.588523 UTC,0,USD,0,seconds,0,second,202604
152E-C115-5142,Cloud Run,4856-B847-F1EB,Services CPU (Request-based billing),2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 10:50:01.793450 UTC,0,USD,0,seconds,0,second,202604
5490-F7B7-8DF6,Cloud Logging,143F-A1B0-E0BE,Log Storage cost,2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 00:58:03.169273 UTC,0,USD,"36,136",bytes,0.000033655,gibibyte,202604
152E-C115-5142,Cloud Run,02A2-9231-36A6,Services Memory (Request-based billing),2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 00:58:03.169273 UTC,0.000007,USD,"3,435,973,836.80",byte-seconds,3.2,gibibyte second,202604
FBF2-FC68-171A,Security Command Center,8787-968C-2B4D,Organization Level Security Command Center Premium for Cloud Run - CPU Time,2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0.000001,USD,1,seconds,0.000277778,hour,202604
152E-C115-5142,Cloud Run,4856-B847-F1EB,Services CPU (Request-based billing),2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 18:03:19.856647 UTC,0,USD,0,seconds,0,second,202604
152E-C115-5142,Cloud Run,4856-B847-F1EB,Services CPU (Request-based billing),2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 03:51:25.783965 UTC,0,USD,0,seconds,0,second,202604
152E-C115-5142,Cloud Run,0CCB-7057-48DE,Cloud Run GOOGLE-API Data Transfer Out,2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 00:58:03.169273 UTC,0,USD,"126,560",bytes,0.000117868,gibibyte,202604
152E-C115-5142,Cloud Run,4856-B847-F1EB,Services CPU (Request-based billing),2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0,USD,0,seconds,0,second,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 04:39:01.719925 UTC,0,USD,"7,200",seconds,0.002777778,month,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,"581,233,231,821",byte-seconds,0.000208841,gibibyte month,202604
152E-C115-5142,Cloud Run,2DA5-55D3-E679,Requests,2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 00:58:03.169273 UTC,0,USD,40,requests,40,count,202604
152E-C115-5142,Cloud Run,4856-B847-F1EB,Services CPU (Request-based billing),2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 00:58:03.169273 UTC,0.000259,USD,10.81703,seconds,10.81703,second,202604
5490-F7B7-8DF6,Cloud Logging,143F-A1B0-E0BE,Log Storage cost,2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 00:58:03.169273 UTC,0,USD,"7,845",bytes,0.000007306,gibibyte,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 20:00:00.000000 UTC,2026-04-06 21:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 03:51:25.783965 UTC,0,USD,"3,600",seconds,0.001388889,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 21:00:00.000000 UTC,2026-04-06 22:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 03:42:32.861821 UTC,0,USD,"2,454",seconds,0.000946759,month,202604
5490-F7B7-8DF6,Cloud Logging,143F-A1B0-E0BE,Log Storage cost,2026-04-06 21:00:00.000000 UTC,2026-04-06 22:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 03:42:32.861821 UTC,0,USD,"15,575",bytes,0.000014505,gibibyte,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-06 21:00:00.000000 UTC,2026-04-06 22:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 01:41:45.361896 UTC,0,USD,"272,875,936,177",byte-seconds,0.000098046,gibibyte month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 21:00:00.000000 UTC,2026-04-06 22:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 06:05:37.253260 UTC,0,USD,"2,292",seconds,0.00088426,month,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-06 21:00:00.000000 UTC,2026-04-06 22:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 09:49:48.133104 UTC,0,USD,"308,214,956,858",byte-seconds,0.000110744,gibibyte month,202604
FBF2-FC68-171A,Security Command Center,8787-968C-2B4D,Organization Level Security Command Center Premium for Cloud Run - CPU Time,2026-04-06 21:00:00.000000 UTC,2026-04-06 22:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0.000001,USD,1,seconds,0.000277778,hour,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 21:00:00.000000 UTC,2026-04-06 22:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 06:05:37.253260 UTC,0,USD,"1,146",seconds,0.00044213,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 21:00:00.000000 UTC,2026-04-06 22:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 04:39:01.719925 UTC,0,USD,"4,908",seconds,0.001893518,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 22:00:00.000000 UTC,2026-04-06 23:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 06:05:37.253260 UTC,0,USD,"3,600",seconds,0.001388889,month,202604
FBF2-FC68-171A,Security Command Center,8787-968C-2B4D,Organization Level Security Command Center Premium for Cloud Run - CPU Time,2026-04-06 22:00:00.000000 UTC,2026-04-06 23:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0.000001,USD,1,seconds,0.000277778,hour,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 22:00:00.000000 UTC,2026-04-06 23:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 06:05:37.253260 UTC,0,USD,"7,200",seconds,0.002777778,month,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-06 22:00:00.000000 UTC,2026-04-06 23:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 12:08:29.348428 UTC,0,USD,"581,233,024,982",byte-seconds,0.000208841,gibibyte month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 23:00:00.000000 UTC,2026-04-07 00:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0,USD,"4,676",seconds,0.001804012,month,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-06 23:00:00.000000 UTC,2026-04-07 00:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 09:49:48.133104 UTC,0,USD,"581,233,024,980",byte-seconds,0.000208841,gibibyte month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 23:00:00.000000 UTC,2026-04-07 00:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 06:05:37.253260 UTC,0,USD,"1,262",seconds,0.000486883,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 23:00:00.000000 UTC,2026-04-07 00:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 06:05:37.253260 UTC,0,USD,"2,524",seconds,0.000973766,month,202604
FBF2-FC68-171A,Security Command Center,8787-968C-2B4D,Organization Level Security Command Center Premium for Cloud Run - CPU Time,2026-04-06 23:00:00.000000 UTC,2026-04-07 00:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0.000001,USD,1,seconds,0.000277778,hour,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-06 23:00:00.000000 UTC,2026-04-07 00:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0,USD,"2,338",seconds,0.000902006,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 00:00:00.000000 UTC,2026-04-07 01:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0,USD,"3,600",seconds,0.001388889,month,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-07 00:00:00.000000 UTC,2026-04-07 01:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 12:08:29.348428 UTC,0,USD,"581,233,024,980",byte-seconds,0.000208841,gibibyte month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 00:00:00.000000 UTC,2026-04-07 01:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0,USD,"7,200",seconds,0.002777778,month,202604
FBF2-FC68-171A,Security Command Center,8787-968C-2B4D,Organization Level Security Command Center Premium for Cloud Run - CPU Time,2026-04-07 00:00:00.000000 UTC,2026-04-07 01:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0.000001,USD,1,seconds,0.000277778,hour,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 01:00:00.000000 UTC,2026-04-07 02:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 09:03:27.396361 UTC,0,USD,"1,752",seconds,0.000675926,month,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-07 01:00:00.000000 UTC,2026-04-07 02:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 09:49:48.133104 UTC,0,USD,"581,233,024,980",byte-seconds,0.000208841,gibibyte month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 01:00:00.000000 UTC,2026-04-07 02:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 09:49:48.133104 UTC,0,USD,"1,752",seconds,0.000675926,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 01:00:00.000000 UTC,2026-04-07 02:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0,USD,"3,696",seconds,0.001425926,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 01:00:00.000000 UTC,2026-04-07 02:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 09:49:48.133104 UTC,0,USD,"1,752",seconds,0.000675926,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 01:00:00.000000 UTC,2026-04-07 02:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0,USD,"1,848",seconds,0.000712963,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 02:00:00.000000 UTC,2026-04-07 03:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 09:03:27.396361 UTC,0,USD,"3,600",seconds,0.001388889,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 02:00:00.000000 UTC,2026-04-07 03:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 09:49:48.133104 UTC,0,USD,"3,600",seconds,0.001388889,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 02:00:00.000000 UTC,2026-04-07 03:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 09:49:48.133104 UTC,0,USD,"3,600",seconds,0.001388889,month,202604
5490-F7B7-8DF6,Cloud Logging,143F-A1B0-E0BE,Log Storage cost,2026-04-07 02:00:00.000000 UTC,2026-04-07 03:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 07:18:24.006744 UTC,0,USD,"2,307",bytes,0.000002148,gibibyte,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-07 02:00:00.000000 UTC,2026-04-07 03:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 09:49:48.133104 UTC,0,USD,"581,233,024,980",byte-seconds,0.000208841,gibibyte month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 03:00:00.000000 UTC,2026-04-07 04:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 13:30:30.625385 UTC,0,USD,"5,290",seconds,0.002040896,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 03:00:00.000000 UTC,2026-04-07 04:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 09:03:27.396361 UTC,0,USD,955,seconds,0.000368441,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 03:00:00.000000 UTC,2026-04-07 04:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 12:08:29.348428 UTC,0,USD,955,seconds,0.000368441,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 03:00:00.000000 UTC,2026-04-07 04:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 12:08:29.348428 UTC,0,USD,955,seconds,0.000368441,month,202604
EE82-7A5E-871C,Secret Manager,7756-ADEF-84F4,Secret version replica storage,2026-04-07 03:00:00.000000 UTC,2026-04-07 04:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 13:30:30.625385 UTC,0,USD,"2,645",seconds,0.001020448,month,202604
2662-232A-AC11,Firebase Hosting,6B36-F770-533F,Storage,2026-04-07 03:00:00.000000 UTC,2026-04-07 04:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 12:08:29.348428 UTC,0,USD,"581,233,024,980",byte-seconds,0.000208841,gibibyte month,202604
152E-C115-5142,Cloud Run,02A2-9231-36A6,Services Memory (Request-based billing),2026-04-07 04:00:00.000000 UTC,2026-04-07 05:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 12:08:29.348428 UTC,0.000002,USD,"1,181,116,006.40",byte-seconds,1.1,gibibyte second,202604
152E-C115-5142,Cloud Run,2DA5-55D3-E679,Requests,2026-04-07 04:00:00.000000 UTC,2026-04-07 05:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 12:08:29.348428 UTC,0,USD,1,requests,1,count,202604
152E-C115-5142,Cloud Run,0CCB-7057-48DE,Cloud Run GOOGLE-API Data Transfer Out,2026-04-07 04:00:00.000000 UTC,2026-04-07 05:00:00.000000 UTC,pid-architect-ehlu1,PID Architect,2026-04-07 12:08:29.348428 UTC,0,USD,"15,086",bytes,0.00001405,gibibyte,202604
